Car_Id,Car_Name,Manufacture_Year,Selling_Price_Lakh,Present_Price_Lakh,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Usage_Level
5650,Tvs Apache Rtr 160,2012,0.14,0.78,123600,Petrol,Dealer,Manual,0,Heavily used
5651,Brio,2013,1.86,6.03,116200,Petrol,Individual,Manual,0,Heavily used
5652,Yamaha Fz S V 2.0,2016,0.25,0.67,60100,Petrol,Dealer,Manual,0,Heavily used
5653,Ciaz,2015,2.3,10.27,117300,Petrol,Individual,Manual,0,Heavily used
5654,Amaze,2015,1.72,6.54,80700,Petrol,Dealer,Manual,0,Heavily used
5655,Creta,2016,4.82,13.66,103000,Diesel,Individual,Manual,0,Heavily used
5656,Bajaj Pulsar Rs200,2016,0.45,1.15,94900,Petrol,Individual,Manual,0,Heavily used
5657,Ritz,2013,1.16,4.48,127400,Petrol,Dealer,Manual,0,Heavily used
5658,Ciaz,2017,2.1,9.66,112200,Petrol,Dealer,Manual,0,Heavily used
5659,Innova,2009,2.02,16.77,184200,Diesel,Dealer,Manual,0,Heavily used
5660,City,2013,1.82,11.88,174800,Petrol,Individual,Manual,0,Heavily used
5661,Dzire,2014,3.05,8.21,77600,Diesel,Dealer,Manual,0,Heavily used
5662,Royal Enfield Classic 350,2017,0.77,1.55,60100,Petrol,Individual,Manual,0,Heavily used
5663,Ciaz,2017,4.92,9.62,43300,Petrol,Dealer,Manual,0,Moderately used
5664,City,2012,3.22,11.97,96700,Petrol,Individual,Manual,0,Heavily used
5665,Corolla Altis,2017,4,19.35,31800,Petrol,Dealer,Manual,0,Moderately used
5666,Activa 4G,2017,0.2,0.95,50500,Petrol,Dealer,Automatic,0,Heavily used
5667,Ritz,2011,1.52,5.21,154900,Petrol,Dealer,Manual,0,Heavily used
5668,I10,2013,1.15,5.34,119300,Petrol,Dealer,Manual,0,Heavily used
5669,Hero Hunk,2007,0.1,0.6,178400,Petrol,Dealer,Manual,0,Heavily used
5670,Royal Enfield Thunder 350,2015,0.66,1.91,64000,Petrol,Dealer,Manual,1,Heavily used
5671,Honda Cb Twister,2011,0.1,0.41,212900,Petrol,Dealer,Manual,0,Heavily used
5672,Corolla Altis,2008,3.74,17.34,12200,Petrol,Dealer,Manual,0,Moderately used
5673,Activa 3G,2015,0.16,0.62,121600,Petrol,Individual,Automatic,0,Heavily used
5674,Corolla Altis,2017,5.68,17.18,57200,Petrol,Individual,Manual,0,Heavily used
5675,Eon,2013,0.98,3.54,178900,Petrol,Dealer,Manual,0,Heavily used
5676,Innova,2007,6.53,20.4,147500,Diesel,Individual,Manual,0,Heavily used
5677,City,2008,1.78,10.82,238400,Petrol,Dealer,Manual,0,Heavily used
5678,Royal Enfield Thunder 500,2016,0.68,1.52,59600,Petrol,Dealer,Manual,0,Heavily used
5679,Grand I10,2013,0.89,6.27,99500,Petrol,Dealer,Manual,0,Heavily used
5680,City,2010,3.33,12.22,62700,Petrol,Dealer,Manual,0,Heavily used
5681,Brio,2013,2.05,6.3,92700,Petrol,Individual,Manual,0,Heavily used
5682,Hero  Cbz Xtreme,2008,0.16,0.63,273100,Petrol,Individual,Manual,0,Heavily used
5683,Honda Cb Shine,2010,0.11,0.64,160200,Petrol,Dealer,Manual,0,Heavily used
5684,Etios Liva,2014,1.08,6,176900,Diesel,Dealer,Manual,0,Heavily used
5685,Baleno,2016,1.81,7.71,69500,Petrol,Dealer,Automatic,0,Heavily used
5686,Amaze,2014,1.32,7.3,93800,Petrol,Dealer,Manual,0,Heavily used
5687,Bajaj Pulsar 150,2006,0.13,0.59,254700,Petrol,Dealer,Manual,0,Heavily used
5688,Creta,2016,3.06,13.98,92400,Diesel,Individual,Manual,0,Heavily used
5689,Yamaha Fz  V 2.0,2015,0.13,0.68,40100,Petrol,Individual,Manual,0,Moderately used
5690,Creta,2015,5.3,13.72,76200,Diesel,Individual,Manual,0,Heavily used
5691,Honda Karizma,2010,0.44,1.72,33100,Petrol,Individual,Manual,0,Moderately used
5692,Royal Enfield Thunder 500,2014,0.54,2.14,123700,Petrol,Dealer,Manual,0,Heavily used
5693,Tvs Apache Rtr 160,2015,0.23,0.65,112600,Petrol,Dealer,Manual,0,Heavily used
5694,Bajaj Pulsar 135 Ls,2014,0.21,0.51,202700,Petrol,Dealer,Manual,1,Heavily used
5695,Tvs Apache Rtr 180,2011,0.16,0.71,154900,Petrol,Dealer,Manual,0,Heavily used
5696,Verna,2017,3.08,8.95,21900,Petrol,Individual,Manual,0,Moderately used
5697,Innova,2007,4.11,16.51,271000,Diesel,Individual,Manual,0,Heavily used
5698,Eon,2016,0.98,3.72,147600,Petrol,Individual,Manual,0,Heavily used
5699,Ktm 390 Duke ,2014,0.84,2.56,75900,Petrol,Dealer,Manual,0,Heavily used
5700,Ciaz,2016,3.42,9.2,62800,Petrol,Individual,Manual,0,Heavily used
5701,Innova,2011,2.63,12.5,130000,Diesel,Dealer,Manual,0,Heavily used
5702,Corolla Altis,2009,3.15,17.03,278300,Petrol,Dealer,Manual,0,Heavily used
5703,Sx4,2005,1.06,7.91,102400,Petrol,Dealer,Manual,0,Heavily used
5704,Fortuner,2011,10.63,32.54,208900,Diesel,Dealer,Automatic,0,Heavily used
5705,Dzire,2015,3.38,8.85,147700,Diesel,Dealer,Manual,0,Heavily used
5706,Brio,2013,2.15,6.41,45600,Petrol,Dealer,Manual,0,Moderately used
5707,Ritz,2012,0.89,4.68,280000,Petrol,Dealer,Manual,0,Heavily used
5708,Bajaj  Ct 100,2015,0.29,1.26,98100,Petrol,Dealer,Manual,0,Heavily used
5709,City,2011,2.22,11.53,102300,Petrol,Dealer,Manual,0,Heavily used
5710,Bajaj Pulsar 220 F,2012,0.14,0.75,121700,Petrol,Dealer,Manual,0,Heavily used
5711,800,2003,0.33,2.37,210100,Petrol,Dealer,Manual,0,Heavily used
5712,Corolla Altis,2008,5.45,17.36,250900,Petrol,Dealer,Manual,0,Heavily used
5713,Innova,2012,6.06,17.96,212400,Diesel,Individual,Manual,0,Heavily used
5714,Bajaj Pulsar Ns 200,2013,0.22,1.02,132200,Petrol,Dealer,Manual,0,Heavily used
5715,Corolla Altis,2014,3.43,16.37,126900,Petrol,Dealer,Manual,0,Heavily used
5716,Corolla Altis,2014,5.5,18.1,75500,Petrol,Dealer,Manual,0,Heavily used
5717,Royal Enfield Classic 500,2011,0.55,1.81,134700,Petrol,Individual,Manual,0,Heavily used
5718,Hero Glamour,2013,0.1,0.46,144400,Petrol,Dealer,Manual,0,Heavily used
5719,Hero  Cbz Xtreme,2008,0.2,1.23,141900,Petrol,Dealer,Manual,0,Heavily used
5720,Grand I10,2014,1.86,6.17,142300,Petrol,Individual,Manual,0,Heavily used
5721,Corolla Altis,2011,3.19,16.87,148700,Petrol,Dealer,Manual,0,Heavily used
5722,Verna,2015,2.87,9.03,100100,Petrol,Dealer,Manual,0,Heavily used
5723,I10,2012,0.68,4.76,129100,Petrol,Individual,Manual,0,Heavily used
5724,Bajaj Avenger 220,2016,0.3,0.76,75100,Petrol,Dealer,Manual,0,Heavily used
5725,Tvs Sport ,2017,0.71,1.72,110600,Petrol,Dealer,Manual,0,Heavily used
5726,City,2013,2.62,10.29,118500,Petrol,Dealer,Manual,0,Heavily used
5727,Swift,2015,2.38,6,69700,Petrol,Individual,Manual,0,Heavily used
5728,Hero Hunk,2007,0.22,0.93,136600,Petrol,Dealer,Manual,0,Heavily used
5729,Bajaj Discover 125,2012,0.13,0.5,34400,Petrol,Dealer,Manual,0,Moderately used
5730,Honda Karizma,2011,0.35,1.13,126300,Petrol,Dealer,Manual,0,Heavily used
5731,Honda Cb Trigger,2013,0.2,0.59,56600,Petrol,Dealer,Manual,0,Heavily used
5732,Grand I10,2017,1.75,7.06,71100,Petrol,Individual,Manual,0,Heavily used
5733,Ktm Rc200,2016,0.73,2,79000,Petrol,Dealer,Manual,0,Heavily used
5734,I20,2013,1.44,7.16,126500,Petrol,Dealer,Manual,0,Heavily used
5735,Sx4,2012,1.35,7.67,169000,Petrol,Dealer,Manual,0,Heavily used
5736,Jazz,2011,0.83,6.89,73100,Petrol,Dealer,Manual,0,Heavily used
5737,City,2008,3.51,12.65,102800,Petrol,Dealer,Manual,0,Heavily used
5738,Hero Splender Ismart,2015,0.18,0.43,60400,Petrol,Individual,Manual,0,Heavily used
5739,City,2012,3.8,11.69,163500,Petrol,Dealer,Manual,0,Heavily used
5740,Verna,2016,2.09,9.77,151600,Petrol,Individual,Manual,0,Heavily used
5741,Ciaz,2014,2.44,9.95,170500,Petrol,Dealer,Manual,0,Heavily used
5742,Wagon R,2011,0.7,3.97,130500,Petrol,Individual,Manual,0,Heavily used
5743,Verna,2014,3.04,8.99,137900,Petrol,Dealer,Manual,0,Heavily used
5744,Amaze,2015,2.38,5.95,153500,Petrol,Dealer,Manual,0,Heavily used
5745,Royal Enfield Classic 350,2015,0.81,2.23,103400,Petrol,Dealer,Manual,0,Heavily used
5746,Sx4,2003,2.46,8.5,120100,Petrol,Dealer,Manual,0,Heavily used
5747,Ertiga,2014,1.48,9.54,73400,Diesel,Dealer,Manual,0,Heavily used
5748,Eon,2016,1.63,4.85,76700,Petrol,Individual,Manual,0,Heavily used
5749,Ciaz,2015,4.03,9.59,115200,Petrol,Dealer,Manual,0,Heavily used
5750,Alto K10,2010,0.86,4.23,151300,Petrol,Dealer,Manual,0,Heavily used
5751,Brio,2014,1.31,5.33,179700,Petrol,Individual,Manual,1,Heavily used
5752,Honda Activa 4G,2017,0.35,0.75,61100,Petrol,Dealer,Automatic,0,Heavily used
5753,Yamaha Fz S ,2012,0.31,1.94,64200,Petrol,Individual,Manual,0,Heavily used
5754,Wagon R,2014,0.61,3.45,149900,Petrol,Dealer,Manual,0,Heavily used
5755,Bajaj Avenger 220,2017,0.33,0.76,114700,Petrol,Dealer,Manual,0,Heavily used
5756,Yamaha Fz S V 2.0,2015,0.39,0.92,56000,Petrol,Individual,Manual,0,Heavily used
5757,Eon,2013,0.59,3.8,57100,Petrol,Individual,Manual,0,Heavily used
5758,I20,2016,3.83,8,66800,Petrol,Individual,Manual,0,Heavily used
5759,Verna,2013,3.27,9.5,145900,Petrol,Individual,Manual,0,Heavily used
5760,Hero Honda Cbz Extreme,2011,0.2,0.63,132300,Petrol,Dealer,Manual,1,Heavily used
5761,I20,2016,1.68,6.93,85900,Petrol,Dealer,Manual,0,Heavily used
5762,Bajaj Pulsar 135 Ls,2014,0.21,0.51,135100,Petrol,Dealer,Manual,0,Heavily used
5763,Hero  Ignitor Disc,2013,0.17,0.75,78800,Petrol,Dealer,Manual,0,Heavily used
5764,Jazz,2016,3.88,8.55,83400,Petrol,Individual,Manual,0,Heavily used
5765,I10,2013,0.52,3.54,91300,Petrol,Dealer,Manual,1,Heavily used
5766,Activa 4G,2017,0.43,0.86,41100,Petrol,Individual,Automatic,0,Moderately used
5767,Activa 4G,2017,0.17,0.41,76800,Petrol,Dealer,Automatic,0,Heavily used
5768,Grand I10,2016,1.32,7.13,122900,Petrol,Dealer,Manual,0,Heavily used
5769,Royal Enfield Classic 350,2013,0.2,1.33,116200,Petrol,Dealer,Manual,0,Heavily used
5770,Amaze,2014,1.81,6.53,90500,Petrol,Dealer,Manual,0,Heavily used
5771,Royal Enfield Thunder 500,2016,1.26,2.6,104000,Petrol,Dealer,Manual,0,Heavily used
5772,Alto K10,2015,1.24,3.55,73600,Petrol,Individual,Manual,0,Heavily used
5773,Verna,2017,3.27,9.29,83500,Petrol,Dealer,Manual,0,Heavily used
5774,Bajaj Pulsar 150,2014,0.23,0.59,165500,Petrol,Individual,Manual,0,Heavily used
5775,Etios G,2015,1.73,7,85400,Petrol,Dealer,Manual,0,Heavily used
5776,Ertiga,2014,2.57,9.44,42400,Diesel,Dealer,Manual,0,Moderately used
5777,Royal Enfield Thunder 500,2013,0.47,1.98,115100,Petrol,Dealer,Manual,0,Heavily used
5778,Ertiga,2015,3.49,9.03,74100,Diesel,Individual,Manual,0,Heavily used
5779,Yamaha Fazer ,2014,0.7,2.38,91800,Petrol,Individual,Manual,0,Heavily used
5780,Corolla Altis,2008,5.4,16.75,108500,Petrol,Dealer,Manual,0,Heavily used
5781,Brio,2017,1.77,6.32,144900,Petrol,Dealer,Manual,0,Heavily used
5782,Innova,2005,4.82,18.07,266100,Diesel,Dealer,Manual,0,Heavily used
5783,Ertiga,2016,2.39,8.94,107800,Diesel,Dealer,Manual,0,Heavily used
5784,Corolla Altis,2011,5.67,17.15,165600,Petrol,Dealer,Manual,0,Heavily used
5785,Brio,2017,1.16,5.59,79000,Petrol,Individual,Manual,0,Heavily used
5786,Honda Cb Hornet 160R,2016,0.2,1.05,61100,Petrol,Dealer,Manual,0,Heavily used
5787,Verna,2015,2.19,9.64,86900,Petrol,Dealer,Manual,1,Heavily used
5788,Bajaj Avenger 220 Dtsi,2011,0.27,1.29,74100,Petrol,Individual,Manual,0,Heavily used
5789,Sx4,2013,1.69,7.44,138500,Petrol,Dealer,Manual,0,Heavily used
5790,Grand I10,2013,1,5.55,55800,Petrol,Dealer,Manual,0,Heavily used
5791,Bajaj Avenger 220,2016,0.19,0.76,131900,Petrol,Dealer,Manual,0,Heavily used
5792,Verna,2015,3.49,9.33,97200,Petrol,Dealer,Manual,0,Heavily used
5793,Royal Enfield Thunder 350,2013,0.36,1.2,237300,Petrol,Dealer,Manual,0,Heavily used
5794,Hero Splender Ismart,2015,0.17,0.43,105000,Petrol,Dealer,Manual,0,Heavily used
5795,Royal Enfield Thunder 350,2014,0.99,2.38,182400,Petrol,Individual,Manual,0,Heavily used
5796,Corolla,2004,2.72,11.68,314500,Petrol,Individual,Automatic,0,Heavily used
5797,Bajaj Avenger 220,2017,0.39,0.77,42100,Petrol,Dealer,Manual,0,Moderately used
5798,City,2015,3.91,11.94,74400,Petrol,Individual,Manual,0,Heavily used
5799,Hero Splender Ismart,2015,0.17,0.47,98300,Petrol,Individual,Manual,0,Heavily used
5800,Bajaj Pulsar 150,2007,0.38,1.45,99500,Petrol,Individual,Manual,0,Heavily used
5801,Royal Enfield Classic 350,2014,0.5,1.18,104400,Petrol,Individual,Manual,1,Heavily used
5802,Dzire,2015,1.54,8.22,153100,Diesel,Dealer,Manual,0,Heavily used
5803,Hero Passion X Pro,2016,0.22,0.44,126700,Petrol,Individual,Manual,0,Heavily used
5804,Hero Splender Plus,2016,0.1,0.38,88300,Petrol,Individual,Manual,0,Heavily used
5805,Tvs Wego,2010,0.12,0.42,148400,Petrol,Individual,Automatic,0,Heavily used
5806,Ciaz,2017,2.37,10.12,35900,Petrol,Individual,Manual,0,Moderately used
5807,Omni,2012,0.35,2.16,133200,Petrol,Dealer,Manual,0,Heavily used
5808,Innova,2006,4.28,18.36,125400,Diesel,Dealer,Manual,0,Heavily used
5809,Hero Hunk,2007,0.1,0.64,122400,Petrol,Dealer,Manual,0,Heavily used
5810,Xcent,2015,1.29,6.83,133800,Petrol,Dealer,Manual,0,Heavily used
5811,Bajaj Pulsar Ns 200,2012,0.32,1.84,103800,Petrol,Dealer,Manual,0,Heavily used
5812,Bajaj Pulsar Ns 200,2013,0.3,0.87,73000,Petrol,Dealer,Manual,0,Heavily used
5813,Sx4,2005,2.75,8.61,191400,Petrol,Individual,Manual,0,Heavily used
5814,Etios Liva,2014,1.85,6.09,93800,Diesel,Dealer,Manual,0,Heavily used
5815,Yamaha Fz S ,2012,0.32,1.01,95700,Petrol,Dealer,Manual,0,Heavily used
5816,Ertiga,2014,1.94,9.46,91900,Diesel,Individual,Manual,0,Heavily used
5817,Royal Enfield Classic 350,2014,0.54,1.41,193000,Petrol,Dealer,Manual,0,Heavily used
5818,Corolla Altis,2009,3.68,16.82,165400,Petrol,Dealer,Manual,0,Heavily used
5819,Royal Enfield Thunder 500,2016,0.77,1.52,95300,Petrol,Individual,Manual,0,Heavily used
5820,Bajaj Pulsar Ns 200,2012,0.23,0.79,128800,Petrol,Individual,Manual,0,Heavily used
5821,Royal Enfield Thunder 500,2016,1.04,2.12,52400,Petrol,Individual,Manual,0,Heavily used
5822,Bajaj Dominar 400,2017,0.55,2.42,59000,Petrol,Dealer,Manual,0,Heavily used
5823,Verna,2015,2.05,10.78,158600,Petrol,Dealer,Manual,0,Heavily used
5824,Ciaz,2016,3.38,10.09,74000,Petrol,Individual,Manual,0,Heavily used
5825,Corolla Altis,2008,2.62,18.36,295500,Petrol,Dealer,Manual,0,Heavily used
5826,Bajaj Avenger 220,2016,0.29,0.82,72300,Petrol,Dealer,Manual,0,Heavily used
5827,Bajaj Pulsar 150,2010,0.14,0.82,299900,Petrol,Individual,Manual,0,Heavily used
5828,I20,2014,2.64,6.86,81200,Petrol,Individual,Manual,0,Heavily used
5829,Alto K10,2014,1.14,3.41,129200,Petrol,Dealer,Manual,0,Heavily used
5830,Hero Passion Pro,2016,0.15,0.55,101700,Petrol,Individual,Manual,0,Heavily used
5831,Tvs Wego,2010,0.37,1.2,179500,Petrol,Dealer,Automatic,0,Heavily used
5832,Hyosung Gt250R,2014,0.91,2.79,69900,Petrol,Dealer,Manual,0,Heavily used
5833,Verna,2016,3.86,8.83,32800,Petrol,Dealer,Manual,0,Moderately used
5834,Bajaj Pulsar Rs200,2016,0.48,1.01,132800,Petrol,Individual,Manual,0,Heavily used
5835,Royal Enfield Thunder 350,2011,0.34,1.2,213800,Petrol,Dealer,Manual,0,Heavily used
5836,Verna,2013,3.05,9.98,75300,Petrol,Individual,Manual,0,Heavily used
5837,I20,2016,2.38,7.14,61300,Petrol,Dealer,Manual,0,Heavily used
5838,Ciaz,2017,2.65,10.23,91800,Petrol,Individual,Manual,0,Heavily used
5839,Royal Enfield Classic 350,2014,0.21,1.34,129200,Petrol,Individual,Manual,0,Heavily used
5840,Swift,2014,2.03,6.8,41200,Petrol,Dealer,Manual,0,Moderately used
5841,Bajaj Pulsar 220 F,2016,0.31,0.75,96800,Petrol,Dealer,Manual,0,Heavily used
5842,Wagon R,2006,0.78,3.91,142300,Petrol,Dealer,Manual,0,Heavily used
5843,Brio,2015,2.85,6.26,147900,Petrol,Individual,Manual,0,Heavily used
5844,Verna,2015,4.02,8.68,63700,Petrol,Dealer,Manual,0,Heavily used
5845,Etios Cross,2014,2.31,7.86,142700,Petrol,Dealer,Manual,0,Heavily used
5846,Verna,2016,4.58,9.11,84500,Petrol,Dealer,Manual,0,Heavily used
5847,Mahindra Mojo Xt300,2016,0.5,1.12,103400,Petrol,Dealer,Manual,0,Heavily used
5848,Hero Splender Ismart,2015,0.24,1.19,55900,Petrol,Dealer,Manual,0,Heavily used
5849,Fortuner,2015,11.86,33.45,105300,Diesel,Dealer,Automatic,0,Heavily used
5850,Bajaj Dominar 400,2017,0.4,1.35,42400,Petrol,Individual,Manual,0,Moderately used
5851,Grand I10,2013,1.39,5.98,102700,Petrol,Dealer,Manual,0,Heavily used
5852,Corolla Altis,2016,4.86,17.56,100700,Petrol,Dealer,Manual,0,Heavily used
5853,Hero Splender Ismart,2015,0.27,0.74,100300,Petrol,Dealer,Manual,0,Heavily used
5854,City,2009,2.52,10.37,150400,Petrol,Dealer,Manual,0,Heavily used
5855,Ciaz,2014,2.16,9.15,116300,Petrol,Dealer,Manual,0,Heavily used
5856,Ritz,2011,2.02,6.9,50700,Petrol,Dealer,Manual,0,Heavily used
5857,Ertiga,2016,4.67,9.52,73700,Diesel,Individual,Manual,0,Heavily used
5858,Bajaj Pulsar 150,2015,0.37,1.23,120500,Petrol,Individual,Manual,0,Heavily used
5859,City,2006,1.87,11.55,161500,Petrol,Dealer,Manual,0,Heavily used
5860,Corolla Altis,2017,5.54,18.61,73000,Petrol,Dealer,Manual,0,Heavily used
5861,Elantra,2015,6.5,14.39,31300,Diesel,Dealer,Automatic,0,Moderately used
5862,Royal Enfield Thunder 500,2016,0.51,1.52,90300,Petrol,Individual,Manual,0,Heavily used
5863,Brio,2015,1.28,6.04,143800,Petrol,Individual,Manual,0,Heavily used
5864,I20,2017,1.64,7.12,95400,Petrol,Dealer,Manual,0,Heavily used
5865,City,2008,2.77,12.38,131300,Petrol,Dealer,Manual,0,Heavily used
5866,Dzire,2009,1.58,8.17,72600,Diesel,Dealer,Manual,0,Heavily used
5867,Ktm Rc390,2015,0.81,2.56,121500,Petrol,Dealer,Manual,0,Heavily used
5868,Bajaj Avenger 220,2016,0.41,1.66,58500,Petrol,Individual,Manual,0,Heavily used
5869,Jazz,2010,2.26,7.66,66000,Petrol,Individual,Manual,0,Heavily used
5870,Tvs Apache Rtr 180,2013,0.1,0.66,156200,Petrol,Dealer,Manual,0,Heavily used
5871,Bajaj Pulsar  Ns 200,2014,0.35,1.56,65500,Petrol,Dealer,Manual,0,Heavily used
5872,Royal Enfield Thunder 350,2014,0.63,1.54,130500,Petrol,Dealer,Manual,0,Heavily used
5873,Innova,2014,3.51,18.23,109000,Diesel,Individual,Manual,0,Heavily used
5874,Swift,2013,0.94,6.03,38200,Petrol,Dealer,Manual,0,Moderately used
5875,City,2014,3.79,12.39,42400,Petrol,Dealer,Manual,0,Moderately used
5876,Amaze,2015,2.58,6.83,83500,Petrol,Dealer,Manual,0,Heavily used
5877,Verna,2014,3.13,9.87,52700,Petrol,Individual,Manual,1,Heavily used
5878,S Cross,2015,2.22,8.32,160500,Diesel,Dealer,Manual,0,Heavily used
5879,Bajaj Pulsar 150,2007,0.31,1.99,135400,Petrol,Dealer,Manual,0,Heavily used
5880,Bajaj Avenger 150,2016,0.27,0.64,168900,Petrol,Dealer,Manual,0,Heavily used
5881,Fortuner,2011,9.85,31.05,174000,Diesel,Individual,Automatic,0,Heavily used
5882,Royal Enfield Thunder 500,2014,0.85,2.27,120700,Petrol,Dealer,Manual,0,Heavily used
5883,City,2011,1.93,12.02,244400,Petrol,Dealer,Manual,0,Heavily used
5884,Dzire,2011,1.84,7.59,180500,Diesel,Dealer,Manual,0,Heavily used
5885,Ritz,2011,0.97,5.85,237900,Petrol,Individual,Manual,0,Heavily used
5886,Hero Extreme,2014,0.22,0.89,114800,Petrol,Individual,Manual,0,Heavily used
5887,Yamaha Fz  V 2.0,2015,0.23,0.78,96000,Petrol,Dealer,Manual,0,Heavily used
5888,Verna,2015,2.5,8.86,205300,Petrol,Individual,Manual,0,Heavily used
5889,Suzuki Access 125,2008,0.1,0.46,92900,Petrol,Individual,Automatic,0,Heavily used
5890,Hero Honda Passion Pro,2012,0.22,1.33,230700,Petrol,Dealer,Manual,0,Heavily used
5891,Corolla Altis,2008,4.7,16.11,201600,Petrol,Individual,Manual,0,Heavily used
5892,Ertiga,2015,1.79,8.48,121000,Diesel,Dealer,Manual,0,Heavily used
5893,Hero Glamour,2013,0.1,0.46,119900,Petrol,Individual,Manual,0,Heavily used
5894,Innova,2017,5.58,16.8,90200,Diesel,Dealer,Manual,0,Heavily used
5895,Royal Enfield Classic 350,2017,1.18,2.67,82100,Petrol,Individual,Manual,0,Heavily used
5896,City,2016,3.03,12.27,87500,Petrol,Dealer,Manual,0,Heavily used
5897,Yamaha Fz S V 2.0,2017,0.66,1.4,59700,Petrol,Dealer,Manual,0,Heavily used
5898,Yamaha Fz S V 2.0,2016,0.53,1.25,107600,Petrol,Dealer,Manual,0,Heavily used
5899,Grand I10,2015,1.17,4.92,84600,Petrol,Dealer,Manual,0,Heavily used
5900,Etios Gd,2015,2.1,8,65200,Diesel,Dealer,Manual,0,Heavily used
5901,Royal Enfield Thunder 500,2016,0.33,1.52,133100,Petrol,Dealer,Manual,0,Heavily used
5902,Ktm Rc200,2017,0.54,1.42,43100,Petrol,Dealer,Manual,0,Moderately used
5903,City,2006,3.19,11.33,155300,Petrol,Individual,Manual,0,Heavily used
5904,Amaze,2015,3.31,7.1,101000,Petrol,Individual,Manual,0,Heavily used
5905,Jazz,2013,1.71,7.7,89400,Petrol,Dealer,Manual,0,Heavily used
5906,City,2016,3.02,12.34,171600,Petrol,Dealer,Manual,0,Heavily used
5907,City,2013,2.04,12.34,65400,Petrol,Dealer,Manual,0,Heavily used
5908,City,2007,1.62,12.54,168200,Petrol,Dealer,Manual,0,Heavily used
5909,Honda Cb Hornet 160R,2017,0.18,0.75,79600,Petrol,Individual,Manual,0,Heavily used
5910,Royal Enfield Classic 350,2016,0.74,1.46,116500,Petrol,Individual,Manual,0,Heavily used
5911,Hero  Ignitor Disc,2013,0.12,0.52,112500,Petrol,Dealer,Manual,0,Heavily used
5912,I10,2013,1.22,4.99,159100,Petrol,Dealer,Manual,0,Heavily used
5913,Grand I10,2014,1.4,5.82,163100,Petrol,Individual,Manual,0,Heavily used
5914,Yamaha Fazer ,2014,0.26,1.11,128100,Petrol,Dealer,Manual,0,Heavily used
5915,Bajaj Dominar 400,2017,0.56,1.28,100500,Petrol,Dealer,Manual,0,Heavily used
5916,Corolla Altis,2015,3.86,16.69,166400,Petrol,Dealer,Manual,1,Heavily used
5917,Etios Gd,2015,2.59,8.42,91800,Diesel,Individual,Manual,0,Heavily used
5918,Activa 4G,2017,0.11,0.41,127200,Petrol,Dealer,Automatic,0,Heavily used
5919,Ritz,2012,1.06,6.51,166400,Petrol,Individual,Manual,0,Heavily used
5920,Eon,2014,0.78,4.74,111300,Petrol,Dealer,Manual,0,Heavily used
5921,Bajaj Dominar 400,2017,1.27,2.37,98700,Petrol,Individual,Manual,0,Heavily used
5922,Eon,2013,1.19,4.74,52400,Petrol,Individual,Manual,0,Heavily used
5923,Etios Liva,2011,0.91,6.3,139400,Diesel,Individual,Manual,0,Heavily used
5924,Alto 800,2017,1.55,3.78,54500,Petrol,Individual,Manual,0,Heavily used
5925,Wagon R,2012,0.87,4.66,130200,Petrol,Individual,Manual,0,Heavily used
5926,Yamaha Fz  V 2.0,2016,0.87,1.72,56800,Petrol,Dealer,Manual,0,Heavily used
5927,Hero Splender Ismart,2015,0.24,0.77,73900,Petrol,Dealer,Manual,0,Heavily used
5928,Bajaj Avenger 220,2016,0.2,0.86,85700,Petrol,Dealer,Manual,0,Heavily used
5929,Tvs Apache Rtr 180,2011,0.25,0.85,136900,Petrol,Dealer,Manual,0,Heavily used
5930,Etios G,2014,2.17,7.25,148900,Petrol,Dealer,Manual,0,Heavily used
5931,Ciaz,2016,4.02,10.98,72900,Petrol,Dealer,Manual,0,Heavily used
5932,Royal Enfield Classic 350,2015,0.66,1.99,55600,Petrol,Dealer,Manual,0,Heavily used
5933,Honda Cb Hornet 160R,2017,0.21,0.91,56700,Petrol,Dealer,Manual,0,Heavily used
5934,Royal Enfield Classic 350,2016,0.49,2.15,99700,Petrol,Dealer,Manual,0,Heavily used
5935,Brio,2014,1.38,5.38,103500,Petrol,Dealer,Manual,0,Heavily used
5936,City,2010,3.47,11.79,83300,Petrol,Individual,Manual,0,Heavily used
5937,Swift,2017,3.21,6.23,106400,Petrol,Dealer,Manual,0,Heavily used
5938,Royal Enfield Classic 350,2016,0.89,2,102200,Petrol,Individual,Manual,0,Heavily used
5939,Royal Enfield Thunder 350,2015,0.54,1.2,122600,Petrol,Dealer,Manual,0,Heavily used
5940,Brio,2013,1.37,5.26,128400,Petrol,Individual,Manual,0,Heavily used
5941,Bajaj Dominar 400,2017,0.39,1.86,72100,Petrol,Dealer,Manual,0,Heavily used
5942,Sx4,2010,1.02,7.3,135400,Petrol,Dealer,Manual,0,Heavily used
5943,Ktm Rc390,2015,1.07,2.47,128200,Petrol,Individual,Manual,0,Heavily used
5944,I20,2011,1.97,7.83,254700,Petrol,Dealer,Manual,0,Heavily used
5945,Ktm Rc200,2017,1.32,2.59,70600,Petrol,Individual,Manual,0,Heavily used
5946,Omni,2012,0.29,2.33,114800,Petrol,Dealer,Manual,0,Heavily used
5947,Etios Liva,2012,1.22,6.44,140400,Diesel,Individual,Manual,0,Heavily used
5948,Eon,2015,1.97,4.41,86000,Petrol,Dealer,Manual,0,Heavily used
